id,page,bbox,text length,text
2634,page 87 of ../pdf/shell-sustainability-report-2020.pdf,"(85.91400146484375, 36.95679473876953, 496.8149719238281, 45.914794921875)",7,1. 2. 3. 4. 5. 6. 7. 
2635,page 87 of ../pdf/shell-sustainability-report-2020.pdf,"(53.858978271484375, 474.0827941894531, 337.91912841796875, 606.3378295898438)",3,OUR PERFORMANCE DATA 
2636,page 87 of ../pdf/shell-sustainability-report-2020.pdf,"(56.69300079345703, 631.4738159179688, 253.43307495117188, 696.3738403320312)",25,"Each year, we measure our ESG performance and report on the safety of our operations, our impact on the environment and our contribution to communities. "
2637,page 87 of ../pdf/shell-sustainability-report-2020.pdf,"(400.5359802246094, 584.6718139648438, 503.5859375, 599.601806640625)",4,About our data 86 
2638,page 87 of ../pdf/shell-sustainability-report-2020.pdf,"(400.5359802246094, 603.6718139648438, 553.7958984375, 618.601806640625)",5,Our standards and policies 87 
2639,page 87 of ../pdf/shell-sustainability-report-2020.pdf,"(400.5359802246094, 622.6718139648438, 535.1358642578125, 650.101806640625)",5,Our Powering Progress targets 88 
2640,page 87 of ../pdf/shell-sustainability-report-2020.pdf,"(400.5359802246094, 654.1718139648438, 488.17596435546875, 669.101806640625)",3,Safety data 89 
2641,page 87 of ../pdf/shell-sustainability-report-2020.pdf,"(400.5359802246094, 673.1718139648438, 527.5260009765625, 700.601806640625)",6,Greenhouse gas and energy data 90 
2642,page 87 of ../pdf/shell-sustainability-report-2020.pdf,"(400.5359802246094, 704.6718139648438, 548.6159057617188, 719.601806640625)",4,Other environmental data 95 
2643,page 87 of ../pdf/shell-sustainability-report-2020.pdf,"(400.5359802246094, 723.6718139648438, 486.89593505859375, 738.601806640625)",3,Social data 97 
2644,page 87 of ../pdf/shell-sustainability-report-2020.pdf,"(92.41400146484375, 37.29279708862305, 258.8399658203125, 60.914794921875)",9,SUSTAINABILITY AT SHELL OUR CORE VALUES ACHIEVING NET-ZERO EMISSIONS 
2645,page 87 of ../pdf/shell-sustainability-report-2020.pdf,"(293.291015625, 37.29279708862305, 467.762939453125, 60.914794921875)",7,RESPECTING NATURE POWERING LIVES GENERATING SHAREHOLDER VALUE 
2646,page 87 of ../pdf/shell-sustainability-report-2020.pdf,"(497.2549743652344, 36.95679473876953, 545.470947265625, 60.914794921875)",3,OUR PERFORMANCE DATA 
2647,page 87 of ../pdf/shell-sustainability-report-2020.pdf,"(56.692962646484375, 764.6267700195312, 225.89991760253906, 775.9592895507812)",5,85 Shell Sustainability Report 2020 
2648,page 88 of ../pdf/shell-sustainability-report-2020.pdf,"(56.69300079345703, 93.59577941894531, 248.49301147460938, 123.45578002929688)",3,ABOUT OUR DATA 
2649,page 88 of ../pdf/shell-sustainability-report-2020.pdf,"(56.69300079345703, 130.56378173828125, 283.8690490722656, 172.05978393554688)",32,"We began reporting voluntarily on our environmental, safety and social performance with the first Shell Report in 1997. We support transparency and share information and data in this report and on www.shell.com "
2650,page 88 of ../pdf/shell-sustainability-report-2020.pdf,"(56.69300079345703, 180.56378173828125, 294.90899658203125, 222.05978393554688)",37,"There are inherent limitations to the accuracy of environmental, safety and social performance data. We recognise that our data will be affected by these limitations, so we continue to improve data integrity by strengthening our internal controls. "
2651,page 88 of ../pdf/shell-sustainability-report-2020.pdf,"(56.69300079345703, 230.56378173828125, 297.7969665527344, 302.0597839355469)",70,"We provide all non-financial data in this report on a 100% basis for companies and joint ventures where we are the operator unless otherwise stated, in line with industry practice. We believe that this boundary best reflects regulatory requirements, as well as internal policies, for the management of potential health, safety, environmental and social impacts. We refer to the number of people employed or contracted on a full-time equivalent basis. "
2652,page 88 of ../pdf/shell-sustainability-report-2020.pdf,"(56.69300079345703, 310.56378173828125, 295.1410217285156, 392.0597839355469)",74,"Operations acquired or divested during 2020 are included only for the period in which we operated these assets. Other data are collected from external sources, employee surveys and other internal sources as indicated. Some data in the social performance data table come from an internal survey completed by the senior Shell representative in each country. The accuracy of environmental and social data may be lower than that of data obtained through our financial systems. "
2653,page 88 of ../pdf/shell-sustainability-report-2020.pdf,"(56.69300079345703, 400.56378173828125, 293.1169738769531, 442.0597839355469)",44,"We only include data in this report for 2020 that were confirmed by the end of March 2021. If incidents are reclassified or confirmed, or if significant data changes occur after preparation of this report, they will be updated in the following year’s publication. "
2654,page 88 of ../pdf/shell-sustainability-report-2020.pdf,"(310.3940124511719, 130.11578369140625, 542.050048828125, 172.05978393554688)",21,"ASSURANCE We have clear standards and reporting requirements for our health, safety, security, environment and social performance (HSSE & SP) data. "
2655,page 88 of ../pdf/shell-sustainability-report-2020.pdf,"(310.3940124511719, 180.56378173828125, 551.3780517578125, 222.05978393554688)",40,"Shell companies are required to consider and adopt these standards, which define management roles and responsibilities, the scope of data at facilities and how data are calculated and collected. These standards are part of our HSSE & SP Control Framework. "
2656,page 88 of ../pdf/shell-sustainability-report-2020.pdf,"(310.3940124511719, 230.56378173828125, 545.0900268554688, 272.0597839355469)",36,"To ensure we provide accurate information, our assurance process of HSSE & SP data is also a key element of the HSSE & SP Control Framework. Some examples of the assurance mechanisms in this process are: "
2657,page 88 of ../pdf/shell-sustainability-report-2020.pdf,"(310.9720153808594, 280.56378173828125, 441.3538818359375, 292.0597839355469)",6,▪ self-assessments at the facility level; 
2658,page 88 of ../pdf/shell-sustainability-report-2020.pdf,"(310.9720153808594, 293.56378173828125, 438.6979064941406, 305.0597839355469)",8,▪ internal audits at all levels of Shell; 
2659,page 88 of ../pdf/shell-sustainability-report-2020.pdf,"(310.9720153808594, 306.56378173828125, 520.4099731445312, 318.0597839355469)",11,▪ quarterly reviews and assessments of the data at all levels; 
2660,page 88 of ../pdf/shell-sustainability-report-2020.pdf,"(310.9720153808594, 319.56378173828125, 543.8259887695312, 351.0597839355469)",22,▪ an annual series of meetings between leaders at Group level and senior business managers to discuss outcomes and reporting parameters; and 
2661,page 88 of ../pdf/shell-sustainability-report-2020.pdf,"(310.9720153808594, 352.56378173828125, 483.2898864746094, 364.0597839355469)",8,▪ formal sign-off by Shell’s senior country leaders. 
2662,page 88 of ../pdf/shell-sustainability-report-2020.pdf,"(310.3940124511719, 372.56378173828125, 533.7379150390625, 404.0597839355469)",19,"The Report Review Panel of independent experts helps ensure our reporting is balanced, relevant and responsive to stakeholders’ interests. "
2663,page 88 of ../pdf/shell-sustainability-report-2020.pdf,"(310.3940124511719, 412.56378173828125, 552.385986328125, 484.0597839355469)",69,Lloyd’s Register Quality Assurance Ltd has provided limited assurance of our Net Carbon Footprint and Scope 1 and Scope 2 greenhouse gas (GHG) emissions data under operational control for 2020. Limited assurance means nothing has come to the auditor’s attention that would indicate that the GHG data and information as presented in the Greenhouse Gas Assertion were not materially correct. The most recent assurance statements are available at www.shell.com/ghg 
2664,page 88 of ../pdf/shell-sustainability-report-2020.pdf,"(310.3940124511719, 492.56378173828125, 547.3140869140625, 514.0597534179688)",15,Conversions into US and Canadian dollars are based on the average exchange rates for 2020. 
2665,page 88 of ../pdf/shell-sustainability-report-2020.pdf,"(85.91401672363281, 36.95679473876953, 496.8149719238281, 60.914794921875)",16,1. 2. 3. 4. 5. 6. 7. SUSTAINABILITY AT SHELL OUR CORE VALUES ACHIEVING NET-ZERO EMISSIONS 
2666,page 88 of ../pdf/shell-sustainability-report-2020.pdf,"(293.291015625, 37.29279708862305, 467.762939453125, 60.914794921875)",7,RESPECTING NATURE POWERING LIVES GENERATING SHAREHOLDER VALUE 
2667,page 88 of ../pdf/shell-sustainability-report-2020.pdf,"(497.2549743652344, 36.95679473876953, 545.470947265625, 60.914794921875)",3,OUR PERFORMANCE DATA 
2668,page 88 of ../pdf/shell-sustainability-report-2020.pdf,"(56.692962646484375, 764.6267700195312, 225.89991760253906, 775.9592895507812)",5,86 Shell Sustainability Report 2020 
2669,page 89 of ../pdf/shell-sustainability-report-2020.pdf,"(56.69300079345703, 93.59577941894531, 398.0329895019531, 123.45578002929688)",4,OUR STANDARDS AND POLICIES 
2670,page 89 of ../pdf/shell-sustainability-report-2020.pdf,"(56.69300079345703, 130.11578369140625, 294.0369873046875, 172.05978393554688)",29,"SELECTED COMMITMENTS, POLICIES AND FRAMEWORKS We have a comprehensive set of codes, policies and assurance processes that define how we aim to operate in socially and environmentally responsible ways. "
2671,page 89 of ../pdf/shell-sustainability-report-2020.pdf,"(57.270999908447266, 180.56378173828125, 178.40499877929688, 192.05978393554688)",5,▪ Shell General Business Principles 
2672,page 89 of ../pdf/shell-sustainability-report-2020.pdf,"(57.270999908447266, 193.56378173828125, 144.78904724121094, 205.05978393554688)",5,▪ Shell Code of Conduct 
2673,page 89 of ../pdf/shell-sustainability-report-2020.pdf,"(57.270999908447266, 206.56378173828125, 174.22901916503906, 218.05978393554688)",5,▪ Ethics and Compliance Manual 
2674,page 89 of ../pdf/shell-sustainability-report-2020.pdf,"(57.270999908447266, 219.56378173828125, 295.9649963378906, 231.05978393554688)",11,▪ Code of Ethics for Executive Directors and Senior Financial Officers 
2675,page 89 of ../pdf/shell-sustainability-report-2020.pdf,"(57.270999908447266, 232.56378173828125, 147.9169921875, 244.05978393554688)",4,▪ Shell Supplier Principles 
2676,page 89 of ../pdf/shell-sustainability-report-2020.pdf,"(57.270999908447266, 245.56378173828125, 269.237060546875, 267.0597839355469)",11,"▪ Health, Safety, Security, Environment & Social Performance Commitment and Policy "
2677,page 89 of ../pdf/shell-sustainability-report-2020.pdf,"(57.270999908447266, 268.56378173828125, 296.9170227050781, 290.0597839355469)",10,"▪ Health, Safety, Security, Environment & Social Performance Control Framework "
2678,page 89 of ../pdf/shell-sustainability-report-2020.pdf,"(57.270999908447266, 291.56378173828125, 269.237060546875, 313.0597839355469)",9,"▪ Health, Safety, Security, Environment & Social Performance assurance "
2679,page 89 of ../pdf/shell-sustainability-report-2020.pdf,"(57.270999908447266, 314.56378173828125, 148.0850067138672, 326.0597839355469)",4,▪ Human rights approach 
2680,page 89 of ../pdf/shell-sustainability-report-2020.pdf,"(57.270999908447266, 327.56378173828125, 239.75698852539062, 339.0597839355469)",8,▪ Voluntary Principles on Security and Human Rights 
2681,page 89 of ../pdf/shell-sustainability-report-2020.pdf,"(57.270999908447266, 340.56378173828125, 267.7089538574219, 352.0597839355469)",10,▪ Shell’s ambition to be a net-zero emissions energy business 
2682,page 89 of ../pdf/shell-sustainability-report-2020.pdf,"(57.270999908447266, 353.56378173828125, 153.23699951171875, 365.0597839355469)",3,▪ Environmental framework 
2683,page 89 of ../pdf/shell-sustainability-report-2020.pdf,"(57.270999908447266, 366.56378173828125, 152.9010009765625, 378.0597839355469)",3,▪ Biodiversity commitments 
2684,page 89 of ../pdf/shell-sustainability-report-2020.pdf,"(310.9720153808594, 130.56378173828125, 533.7061157226562, 152.05978393554688)",8,▪ Purchasing statement: Sustainable sourcing of bio-components (PDF) 
2685,page 89 of ../pdf/shell-sustainability-report-2020.pdf,"(310.9720153808594, 153.56378173828125, 451.6260681152344, 165.05978393554688)",5,▪ Corporate political engagement (PDF) 
2686,page 89 of ../pdf/shell-sustainability-report-2020.pdf,"(310.9720153808594, 166.56378173828125, 504.8500671386719, 178.05978393554688)",9,▪ Shell's principles for producing tight/shale oil and gas 
2687,page 89 of ../pdf/shell-sustainability-report-2020.pdf,"(310.3940124511719, 186.56378173828125, 499.5379638671875, 198.05978393554688)",9,We also support a number of external voluntary codes. 
2688,page 89 of ../pdf/shell-sustainability-report-2020.pdf,"(310.3940124511719, 206.11578369140625, 544.2901000976562, 288.0597839355469)",61,"VOLUNTARY REPORTING STANDARDS AND FRAMEWORKS Our reporting is informed by a number of standards such as the IPIECA Sustainability Reporting Guidance and the Global Reporting Initiative (GRI). In addition, we map our disclosures against the Task Force on Climate-related Financial Disclosures and Sustainability Accounting Standards Board, and are a founding member of and a signatory to the United Nations Global Compact. "
2689,page 89 of ../pdf/shell-sustainability-report-2020.pdf,"(310.9720153808594, 296.56378173828125, 411.0420837402344, 308.0597839355469)",4,▪ Global Reporting Initiative 
2690,page 89 of ../pdf/shell-sustainability-report-2020.pdf,"(310.9720153808594, 309.56378173828125, 494.593994140625, 321.0597839355469)",7,▪ Task Force on Climate-related Financial Disclosures 
2691,page 89 of ../pdf/shell-sustainability-report-2020.pdf,"(310.9720153808594, 322.56378173828125, 467.9461669921875, 334.0597839355469)",5,▪ Sustainability Accounting Standards Board 
2692,page 89 of ../pdf/shell-sustainability-report-2020.pdf,"(310.9720153808594, 335.56378173828125, 335.77001953125, 347.0597839355469)",2,▪ CDP 
2693,page 89 of ../pdf/shell-sustainability-report-2020.pdf,"(310.9720153808594, 348.56378173828125, 344.1300048828125, 360.0597839355469)",2,▪ IPIECA 
2694,page 89 of ../pdf/shell-sustainability-report-2020.pdf,"(310.9720153808594, 361.56378173828125, 433.090087890625, 373.0597839355469)",5,▪ United Nations Global Compact 
2695,page 89 of ../pdf/shell-sustainability-report-2020.pdf,"(310.9720153808594, 374.56378173828125, 485.57806396484375, 386.0597839355469)",6,▪ United Nations Sustainable Development Goals 
2696,page 89 of ../pdf/shell-sustainability-report-2020.pdf,"(85.91401672363281, 36.95679473876953, 496.8149719238281, 60.914794921875)",16,1. 2. 3. 4. 5. 6. 7. SUSTAINABILITY AT SHELL OUR CORE VALUES ACHIEVING NET-ZERO EMISSIONS 
2697,page 89 of ../pdf/shell-sustainability-report-2020.pdf,"(293.291015625, 37.29279708862305, 467.762939453125, 60.914794921875)",7,RESPECTING NATURE POWERING LIVES GENERATING SHAREHOLDER VALUE 
2698,page 89 of ../pdf/shell-sustainability-report-2020.pdf,"(497.2549743652344, 36.95679473876953, 545.470947265625, 60.914794921875)",3,OUR PERFORMANCE DATA 
2699,page 89 of ../pdf/shell-sustainability-report-2020.pdf,"(56.692962646484375, 764.6267700195312, 225.89991760253906, 775.9592895507812)",5,87 Shell Sustainability Report 2020 
